ID,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Type_of_order,multiple_deliveries,Festival,City,Time_taken_min
0x5a2d,13/03/2022,12:35:00,12:40:00,Windy,High,Snack,1,No,Metropolitian,25
0x83ea,05/04/2022,12:20:00,12:25:00,Cloudy,High,Buffet,1,No,Metropolitian,27
0x2185,02/03/2022,22:55:00,23:05:00,Sunny,Low,Snack,1,No,Metropolitian,26
0x12e7,08/03/2022,17:25:00,17:30:00,Windy,Medium,Meal,1,No,Metropolitian,32
0x5956,21/03/2022,10:35:00,10:45:00,Windy,Low,Meal,1,No,Metropolitian,25
0x5a07,11/03/2022,19:50:00,20:05:00,Sunny,Jam,Drinks,1,No,Metropolitian,29
0x340f,10/03/2022,19:30:00,19:35:00,Cloudy,Jam,Buffet,0,No,Metropolitian,32
0x8094,12/03/2022,23:45:00,23:55:00,Cloudy,Low,Drinks,1,No,Metropolitian,35
0x3241,19/03/2022,14:50:00,15:05:00,Sunny,High,Drinks,1,No,Metropolitian,27
0xa176,09/03/2022,21:55:00,22:10:00,Cloudy,Jam,Buffet,1,No,Urban,27
0xc8c7,13/02/2022,17:10:00,17:15:00,Stormy,Medium,Meal,1,No,Metropolitian,30
0xaa97,27/03/2022,18:40:00,18:50:00,Sunny,Medium,Snack,1,No,Metropolitian,32
0xa64c,21/03/2022,10:15:00,10:20:00,Stormy,Low,Meal,0,No,Metropolitian,25
0x7df5,15/03/2022,17:45:00,18:00:00,Windy,Medium,Buffet,1,No,Metropolitian,38
0x869e,26/03/2022,21:00:00,21:05:00,Fog,Jam,Meal,1,No,Metropolitian,26
0x7725,25/03/2022,20:30:00,20:40:00,Stormy,Jam,Meal,1,No,Metropolitian,31
0xb6d2,01/03/2022,11:40:00,11:55:00,Stormy,High,Drinks,1,No,Metropolitian,28
0x6edb,10/03/2022,18:40:00,18:55:00,Stormy,Medium,Meal,0,No,Metropolitian,31
0xaab4,27/03/2022,23:15:00,23:25:00,Cloudy,Low,Buffet,1,No,Metropolitian,29
0xaabd,11/03/2022,23:35:00,23:40:00,Windy,Low,Buffet,0,No,Urban,17
0xc873,14/02/2022,17:45:00,17:55:00,Windy,Medium,Drinks,3,Yes,Metropolitian,45
0x1494,29/03/2022,19:00:00,19:15:00,Sandstorms,Medium,Meal,1,No,Metropolitian,34
0x1875,20/03/2022,19:35:00,19:45:00,Windy,Jam,Drinks,0,No,Metropolitian,24
0x2af5,28/03/2022,21:40:00,21:55:00,Sandstorms,Jam,Meal,3,No,Metropolitian,44
0x97b6,01/04/2022,20:50:00,21:05:00,Cloudy,Jam,Snack,2,No,Metropolitian,36
0xa56e,03/04/2022,20:30:00,20:35:00,Sunny,Jam,Meal,0,No,Metropolitian,28
0xaa3f,06/03/2022,18:35:00,18:40:00,Windy,Medium,Drinks,2,No,Metropolitian,37
0x996b,10/03/2022,23:15:00,23:30:00,Stormy,Low,Drinks,0,No,Urban,23
0xc595,18/02/2022,23:40:00,23:55:00,Sandstorms,Low,Meal,0,No,Metropolitian,22
0x6bfb,17/03/2022,12:45:00,12:55:00,Stormy,High,Snack,1,No,Metropolitian,26
0x7e1f,13/03/2022,20:15:00,20:20:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,34
0x1db4,21/03/2022,22:50:00,23:00:00,Stormy,Low,Meal,1,No,Metropolitian,28
0x2258,09/03/2022,22:45:00,22:55:00,Windy,Low,Snack,0,No,Metropolitian,14
0x1fd6,03/03/2022,15:10:00,15:15:00,Cloudy,Medium,Meal,1,No,Metropolitian,17
0x6de1,01/04/2022,18:30:00,18:35:00,Sandstorms,Medium,Drinks,1,No,Metropolitian,37
0x8b39,06/04/2022,22:35:00,22:50:00,Sunny,Low,Drinks,1,Yes,Metropolitian,42
0x997b,02/04/2022,17:20:00,17:30:00,Cloudy,Medium,Meal,1,No,Metropolitian,34
0xcdb6,14/02/2022,18:35:00,18:50:00,Windy,Medium,Buffet,1,No,Metropolitian,25
0x5a7a,04/03/2022,19:20:00,19:35:00,Windy,Jam,Buffet,1,No,Urban,30
0x6de3,20/03/2022,19:10:00,19:25:00,Fog,Jam,Meal,2,No,Metropolitian,48
0xe27a,12/02/2022,23:55:00,00:00:00,Stormy,Low,Drinks,1,No,Metropolitian,18
0xab52,27/03/2022,23:10:00,23:15:00,Stormy,Low,Drinks,0,No,Metropolitian,28
0x4632,10/03/2022,17:45:00,17:50:00,Stormy,Medium,Buffet,1,No,Urban,26
0x4b8a,06/03/2022,21:55:00,22:10:00,Sunny,Jam,Drinks,0,No,Urban,16
0x1623,07/03/2022,20:50:00,20:55:00,Cloudy,Jam,Meal,0,No,Metropolitian,25
0x7ea,03/04/2022,22:25:00,22:40:00,Windy,Low,Drinks,0,No,Metropolitian,15
0x4dfa,13/03/2022,09:45:00,09:55:00,Sandstorms,Low,Snack,1,No,Urban,28
0xa667,28/03/2022,10:20:00,10:25:00,Windy,Low,Meal,1,No,Urban,20
0x6e9d,15/03/2022,13:30:00,13:45:00,Stormy,High,Buffet,1,No,Metropolitian,32
0x9a32,28/03/2022,12:15:00,12:30:00,Cloudy,High,Drinks,1,No,Metropolitian,38
0x917d,01/03/2022,08:45:00,08:55:00,Cloudy,Low,Snack,0,No,Metropolitian,14
0x4ac4,02/04/2022,19:35:00,19:40:00,Sandstorms,Jam,Snack,1,No,Metropolitian,30
0x7bd7,15/03/2022,19:10:00,19:25:00,Cloudy,Jam,Snack,1,No,Metropolitian,29
0x9735,06/04/2022,22:50:00,22:55:00,Windy,Low,Buffet,0,No,Urban,12
0x1a54,23/03/2022,18:45:00,18:50:00,Windy,Medium,Buffet,3,Yes,Urban,49
0x819d,25/03/2022,17:25:00,17:35:00,Fog,Medium,Meal,1,No,Metropolitian,42
0x96f0,27/03/2022,19:00:00,19:15:00,Sandstorms,Medium,Meal,1,No,Urban,24
0x66f1,25/03/2022,20:00:00,20:10:00,Cloudy,Jam,Buffet,1,No,Metropolitian,46
0xc6e9,17/02/2022,13:50:00,13:55:00,Sandstorms,High,Meal,1,No,Urban,27
0xb8aa,03/04/2022,08:10:00,08:15:00,Stormy,Low,Snack,0,No,Metropolitian,13
0xc668,12/02/2022,20:55:00,21:10:00,Windy,Jam,Drinks,1,No,Metropolitian,25
0x4c13,04/04/2022,19:20:00,19:35:00,Windy,Jam,Drinks,1,No,Urban,24
0x824a,05/03/2022,08:30:00,08:45:00,Cloudy,Low,Buffet,0,No,Metropolitian,12
0xcb5b,13/02/2022,09:25:00,09:40:00,Windy,Low,Drinks,1,No,Metropolitian,24
0x4cab,01/03/2022,21:30:00,21:40:00,Sandstorms,Jam,Meal,1,No,Metropolitian,29
0xafc4,31/03/2022,23:15:00,23:20:00,Stormy,Low,Snack,1,No,Metropolitian,18
0x1655,06/04/2022,23:45:00,23:55:00,Cloudy,Low,Drinks,1,No,Metropolitian,23
0x7573,23/03/2022,23:30:00,23:35:00,Windy,Low,Buffet,1,No,Metropolitian,19
0x9201,04/04/2022,21:45:00,21:50:00,Windy,Jam,Meal,1,No,Urban,29
0xa940,20/03/2022,20:15:00,20:30:00,Sunny,Jam,Snack,0,No,Metropolitian,24
0xd6ef,18/02/2022,20:45:00,21:00:00,Cloudy,Jam,Meal,0,No,Metropolitian,40
0xb39b,11/03/2022,11:35:00,11:50:00,Stormy,High,Snack,0,No,Metropolitian,22
0x9873,10/03/2022,18:20:00,18:25:00,Sandstorms,Medium,Drinks,1,No,Metropolitian,43
0x29ab,02/03/2022,18:15:00,18:30:00,Windy,Medium,Meal,1,No,Metropolitian,26
0x8198,24/03/2022,17:15:00,17:30:00,Windy,Medium,Buffet,0,No,Metropolitian,27
0x7b24,23/03/2022,22:15:00,22:25:00,Fog,Low,Meal,2,No,Metropolitian,35
0x92ec,26/03/2022,22:45:00,22:50:00,Windy,Low,Drinks,1,No,Metropolitian,27
0x1aca,15/03/2022,12:10:00,12:25:00,Cloudy,High,Drinks,1,No,Urban,27
0xa348,19/03/2022,08:45:00,08:50:00,Fog,Low,Buffet,0,No,Metropolitian,17
0x14d0,24/03/2022,23:45:00,00:00:00,Sunny,Low,Drinks,0,No,Metropolitian,15
0xd800,12/02/2022,21:20:00,21:30:00,Fog,Jam,Buffet,1,No,Metropolitian,39
0x6d58,04/04/2022,17:25:00,17:30:00,Sunny,Medium,Drinks,1,No,Metropolitian,18
0xa20a,10/03/2022,23:45:00,23:55:00,Fog,Low,Drinks,0,No,Metropolitian,28
0x7c9e,13/03/2022,10:00:00,10:05:00,Sandstorms,Low,Snack,0,No,Metropolitian,29
0x5ef3,11/03/2022,18:35:00,18:50:00,Sandstorms,Medium,Buffet,0,No,Urban,32
0x80c2,02/03/2022,23:10:00,23:15:00,Cloudy,Low,Meal,1,No,Metropolitian,41
0xd2b0,18/02/2022,21:00:00,21:10:00,Cloudy,Jam,Drinks,2,No,Metropolitian,39
0x70ff,07/03/2022,18:35:00,18:40:00,Fog,Medium,Drinks,0,No,Metropolitian,16
0x548e,10/03/2022,21:15:00,21:25:00,Fog,Jam,Meal,3,No,Metropolitian,48
0x26f1,06/04/2022,17:20:00,17:35:00,Cloudy,Medium,Buffet,0,No,Metropolitian,40
0x4a1b,03/03/2022,08:20:00,08:30:00,Stormy,Low,Drinks,0,No,Urban,11
0x5561,10/03/2022,21:00:00,21:05:00,Cloudy,Jam,Drinks,1,No,Urban,35
0xafd4,07/03/2022,11:30:00,11:40:00,Sunny,High,Buffet,0,No,Metropolitian,16
0x6957,09/03/2022,17:25:00,17:40:00,Fog,Medium,Drinks,0,No,Urban,15
0x9151,05/03/2022,21:45:00,22:00:00,Stormy,Jam,Buffet,1,No,Urban,31
0x9d4c,17/03/2022,22:40:00,22:50:00,Fog,Low,Snack,0,No,Urban,11
0xd413,17/02/2022,22:40:00,22:50:00,Cloudy,Low,Meal,1,No,Urban,22
0x4421,05/03/2022,15:00:00,15:05:00,Fog,High,Drinks,0,No,Metropolitian,24
0xa631,11/03/2022,10:25:00,10:40:00,Cloudy,Low,Snack,0,No,Urban,16
0xa04,14/03/2022,21:15:00,21:30:00,Fog,Jam,Snack,1,No,Metropolitian,31
0x58c2,17/03/2022,23:35:00,23:40:00,Stormy,Low,Drinks,1,No,Metropolitian,16
0xbbc6,06/04/2022,23:20:00,23:30:00,Windy,Low,Buffet,1,No,Metropolitian,16
0xbcd5,05/04/2022,08:45:00,08:50:00,Cloudy,Low,Buffet,1,No,Metropolitian,18
0x6234,14/03/2022,18:25:00,18:40:00,Windy,Medium,Drinks,0,No,Metropolitian,26
0xcc11,15/02/2022,21:20:00,21:35:00,Sandstorms,Jam,Meal,1,No,Metropolitian,34
0x6445,31/03/2022,17:35:00,17:40:00,Windy,Medium,Snack,1,No,Metropolitian,32
0x33dc,20/03/2022,19:30:00,19:35:00,Windy,Jam,Drinks,0,No,Metropolitian,22
0xacd8,12/03/2022,21:15:00,21:25:00,Windy,Jam,Snack,2,Yes,Urban,50
0xbfb4,17/02/2022,11:55:00,12:00:00,Stormy,High,Snack,1,No,Urban,16
0xd989,15/02/2022,17:40:00,17:50:00,Stormy,Medium,Drinks,0,No,Metropolitian,23
0x8b3f,05/04/2022,14:40:00,14:45:00,Windy,High,Buffet,1,No,Metropolitian,19
0xdeb4,17/02/2022,22:40:00,22:55:00,Stormy,Low,Snack,1,No,Metropolitian,25
0xa243,31/03/2022,18:50:00,18:55:00,Fog,Medium,Snack,1,No,Metropolitian,37
0xd446,12/02/2022,22:15:00,22:20:00,Sandstorms,Low,Drinks,0,No,Metropolitian,10
0x6436,27/03/2022,21:30:00,21:40:00,Stormy,Jam,Buffet,1,No,Metropolitian,34
0x5d2d,08/03/2022,23:30:00,23:40:00,Stormy,Low,Meal,1,No,Metropolitian,14
0x8b2b,21/03/2022,20:10:00,20:20:00,Sandstorms,Jam,Buffet,1,No,Metropolitian,30
0xc1ec,16/02/2022,17:30:00,17:45:00,Sunny,Medium,Buffet,0,No,Metropolitian,17
0xde6f,14/02/2022,18:00:00,18:15:00,Sandstorms,Medium,Buffet,0,No,Metropolitian,29
0x33a0,31/03/2022,19:00:00,19:10:00,Fog,Medium,Drinks,1,No,Metropolitian,37
0xb712,16/03/2022,19:50:00,20:00:00,Sandstorms,Jam,Drinks,0,No,Metropolitian,23
0x8299,05/03/2022,21:50:00,22:00:00,Windy,Jam,Drinks,1,No,Metropolitian,30
0x9155,26/03/2022,09:50:00,10:00:00,Windy,Low,Buffet,0,No,Metropolitian,14
0x3d8c,24/03/2022,23:15:00,23:25:00,Stormy,Low,Buffet,1,No,Metropolitian,28
0xd3fa,11/02/2022,20:30:00,20:45:00,Sandstorms,Jam,Drinks,0,No,Metropolitian,27
0xb012,27/03/2022,23:20:00,23:25:00,Sandstorms,Low,Snack,1,No,Metropolitian,16
0xdcaa,14/02/2022,19:35:00,19:40:00,Sandstorms,Jam,Meal,2,No,Metropolitian,43
0x9587,04/03/2022,17:45:00,17:50:00,Fog,Medium,Snack,3,No,Metropolitian,44
0x43ba,30/03/2022,18:55:00,19:00:00,Stormy,Medium,Meal,1,No,Metropolitian,22
0x70f5,05/04/2022,08:30:00,08:35:00,Fog,Low,Drinks,1,No,Metropolitian,18
0x575d,11/03/2022,10:20:00,10:25:00,Stormy,Low,Drinks,0,No,Metropolitian,16
0x4f3c,06/04/2022,19:50:00,19:55:00,Cloudy,Jam,Buffet,1,No,Metropolitian,46
0xb209,02/04/2022,17:25:00,17:30:00,Stormy,Medium,Drinks,1,No,Urban,17
0x4f9a,12/03/2022,20:25:00,20:30:00,Sandstorms,Jam,Buffet,1,No,Metropolitian,44
0x8011,28/03/2022,19:00:00,19:10:00,Fog,Medium,Drinks,1,No,Metropolitian,17
0x9692,14/03/2022,21:15:00,21:25:00,Windy,Jam,Snack,2,No,Urban,43
0x9415,31/03/2022,22:50:00,23:05:00,Fog,Low,Meal,1,No,Metropolitian,41
0x7bf,18/03/2022,20:25:00,20:35:00,Windy,Jam,Buffet,1,Yes,Metropolitian,40
0x7cb8,05/03/2022,08:20:00,08:25:00,Windy,Low,Meal,0,No,Urban,16
0x9c8c,13/03/2022,11:25:00,11:35:00,Stormy,High,Buffet,0,No,Urban,13
0xb38b,21/03/2022,18:30:00,18:45:00,Stormy,Medium,Drinks,1,No,Metropolitian,29
0x4d5b,03/03/2022,11:10:00,11:20:00,Sandstorms,High,Meal,1,No,Metropolitian,24
0x8f9e,30/03/2022,18:25:00,18:35:00,Cloudy,Medium,Drinks,1,No,Metropolitian,16
0x3b2e,24/03/2022,20:40:00,20:45:00,Stormy,Jam,Drinks,1,No,Metropolitian,34
0x2cb6,25/03/2022,19:40:00,19:55:00,Stormy,Jam,Drinks,0,No,Metropolitian,20
0x9d2b,30/03/2022,14:50:00,15:05:00,Fog,High,Snack,1,No,Metropolitian,28
0x7943,29/03/2022,17:45:00,18:00:00,Fog,Medium,Drinks,0,No,Metropolitian,30
0x205d,06/04/2022,22:20:00,22:35:00,Stormy,Low,Snack,0,No,Metropolitian,14
0x5aad,21/03/2022,14:25:00,14:30:00,Windy,High,Snack,1,No,Urban,30
0xd747,11/02/2022,09:30:00,09:45:00,Windy,Low,Drinks,1,No,Metropolitian,25
0xac01,18/03/2022,23:35:00,23:45:00,Sunny,Low,Buffet,0,No,Metropolitian,28
0x9098,15/03/2022,23:15:00,23:20:00,Sunny,Low,Drinks,0,No,Metropolitian,17
0xaff,20/03/2022,19:45:00,20:00:00,Windy,Jam,Meal,1,No,Urban,33
0xa3a6,18/03/2022,17:15:00,17:30:00,Sandstorms,Medium,Snack,1,No,Metropolitian,36
0x8a91,11/03/2022,21:10:00,21:20:00,Cloudy,Jam,Meal,0,No,Metropolitian,25
0x788d,06/04/2022,19:55:00,20:00:00,Fog,Jam,Buffet,2,No,Metropolitian,40
0x6948,16/03/2022,22:15:00,22:20:00,Cloudy,Low,Meal,0,No,Urban,32
0x28e9,06/04/2022,21:25:00,21:40:00,Cloudy,Jam,Snack,0,No,Metropolitian,42
0x53ea,05/03/2022,23:50:00,23:55:00,Sunny,Low,Snack,1,No,Urban,27
0xcd30,18/02/2022,21:25:00,21:35:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,25
0x57ce,17/03/2022,23:45:00,00:00:00,Sandstorms,Low,Drinks,1,No,Metropolitian,24
0x3d57,18/03/2022,20:55:00,21:00:00,Cloudy,Jam,Snack,1,No,Urban,30
0xdd28,18/02/2022,22:45:00,22:50:00,Windy,Low,Meal,1,No,Metropolitian,22
0x1b03,01/04/2022,12:00:00,12:15:00,Windy,High,Snack,0,No,Metropolitian,31
0x9646,02/03/2022,22:25:00,22:30:00,Stormy,Low,Buffet,1,No,Metropolitian,16
0x3e9b,26/03/2022,20:20:00,20:25:00,Sunny,Jam,Meal,1,No,Metropolitian,25
0x33dd,30/03/2022,20:55:00,21:00:00,Fog,Jam,Meal,1,No,Metropolitian,32
0xab46,01/04/2022,18:20:00,18:30:00,Sunny,Medium,Snack,1,No,Metropolitian,20
0x7096,11/03/2022,23:00:00,23:15:00,Sandstorms,Low,Meal,1,No,Urban,21
0xc55c,11/02/2022,23:15:00,23:30:00,Fog,Low,Snack,1,No,Metropolitian,19
0x9b27,28/03/2022,19:10:00,19:15:00,Stormy,Jam,Buffet,1,No,Metropolitian,11
0xbc03,06/04/2022,23:20:00,23:30:00,Windy,Low,Snack,1,No,Urban,23
0x38c5,12/03/2022,22:35:00,22:40:00,Stormy,Low,Snack,0,No,Metropolitian,12
0x2997,29/03/2022,20:35:00,20:50:00,Cloudy,Jam,Buffet,1,No,Metropolitian,39
0x5aa4,15/03/2022,14:25:00,14:30:00,Windy,High,Snack,1,No,Urban,16
0x1d9c,19/03/2022,22:30:00,22:35:00,Cloudy,Low,Drinks,1,No,Urban,17
0xb041,14/03/2022,18:30:00,18:40:00,Windy,Medium,Meal,0,No,Urban,24
0x5145,30/03/2022,12:25:00,12:40:00,Cloudy,High,Meal,1,No,Urban,33
0x91ba,29/03/2022,18:55:00,19:10:00,Sandstorms,Medium,Snack,1,No,Urban,29
0xc951,18/02/2022,17:40:00,17:55:00,Fog,Medium,Buffet,1,No,Metropolitian,42
0xb0e7,09/03/2022,22:30:00,22:35:00,Windy,Low,Buffet,1,No,Metropolitian,28
0x1a1e,09/03/2022,20:20:00,20:30:00,Fog,Jam,Snack,1,No,Metropolitian,25
0xcdf4,11/02/2022,18:20:00,18:25:00,Sunny,Medium,Snack,0,No,Metropolitian,16
0xaea,23/03/2022,23:55:00,00:05:00,Sandstorms,Low,Meal,1,No,Urban,11
0x6723,30/03/2022,18:00:00,18:15:00,Cloudy,Medium,Buffet,2,No,Urban,34
0x326e,04/03/2022,18:50:00,19:05:00,Cloudy,Medium,Snack,0,No,Metropolitian,35
0x1983,01/03/2022,16:10:00,16:15:00,Stormy,Medium,Drinks,1,No,Metropolitian,25
0x7648,25/03/2022,20:30:00,20:35:00,Sunny,Jam,Drinks,1,No,Metropolitian,15
0x8028,02/03/2022,20:25:00,20:30:00,Cloudy,Jam,Snack,3,No,Metropolitian,49
0x5d47,29/03/2022,18:15:00,18:25:00,Sandstorms,Medium,Snack,1,No,Metropolitian,35
0x5fd4,20/03/2022,23:50:00,00:05:00,Sunny,Low,Buffet,1,No,Metropolitian,34
0xa14d,06/04/2022,20:25:00,20:30:00,Stormy,Jam,Meal,1,No,Urban,39
0x6b51,21/03/2022,09:45:00,10:00:00,Fog,Low,Meal,1,No,Metropolitian,26
0xa5dc,04/04/2022,19:25:00,19:40:00,Sunny,Jam,Buffet,1,No,Metropolitian,11
0x268b,10/03/2022,22:20:00,22:30:00,Cloudy,Low,Drinks,1,No,Metropolitian,33
0x15f4,18/03/2022,21:35:00,21:40:00,Cloudy,Jam,Meal,1,No,Metropolitian,47
0x711a,10/03/2022,23:10:00,23:20:00,Cloudy,Low,Buffet,0,No,Metropolitian,25
0x21c3,29/03/2022,23:10:00,23:15:00,Fog,Low,Meal,1,No,Metropolitian,37
0x7022,02/03/2022,18:40:00,18:50:00,Windy,Medium,Meal,1,No,Metropolitian,15
0x33b9,21/03/2022,08:55:00,09:00:00,Windy,Low,Buffet,1,No,Metropolitian,20
0x3b1e,23/03/2022,19:35:00,19:45:00,Sandstorms,Jam,Meal,0,No,Metropolitian,29
0xa085,28/03/2022,11:50:00,12:05:00,Fog,High,Snack,1,No,Urban,30
0x4390,01/03/2022,22:45:00,22:55:00,Fog,Low,Drinks,1,No,Urban,16
0x56aa,03/03/2022,08:20:00,08:30:00,Cloudy,Low,Meal,0,No,Urban,24
0x9797,02/03/2022,19:25:00,19:40:00,Sunny,Jam,Snack,0,No,Metropolitian,31
0x7b89,03/04/2022,13:40:00,13:55:00,Sunny,High,Drinks,0,No,Urban,12
0xb52c,27/03/2022,18:40:00,18:45:00,Sunny,Medium,Snack,1,No,Metropolitian,29
0x9571,02/04/2022,19:30:00,19:35:00,Sunny,Jam,Drinks,0,No,Metropolitian,13
0x2e2a,15/03/2022,10:35:00,10:45:00,Fog,Low,Buffet,1,No,Urban,11
0x3318,20/03/2022,17:50:00,17:55:00,Sandstorms,Medium,Meal,1,No,Urban,23
0x7726,28/03/2022,08:15:00,08:20:00,Windy,Low,Drinks,0,No,Metropolitian,24
0x94dd,27/03/2022,17:10:00,17:20:00,Sunny,Medium,Drinks,0,No,Urban,26
0x8227,18/03/2022,19:50:00,20:00:00,Stormy,Jam,Buffet,1,No,Metropolitian,36
0xfc1,19/03/2022,20:30:00,20:45:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,31
0x8322,02/03/2022,17:20:00,17:35:00,Sandstorms,Medium,Buffet,1,No,Metropolitian,46
0xa635,25/03/2022,23:40:00,23:50:00,Sunny,Low,Meal,0,No,Metropolitian,33
0x33be,07/03/2022,17:20:00,17:25:00,Stormy,Medium,Snack,1,No,Metropolitian,24
0x3d21,04/04/2022,22:20:00,22:35:00,Fog,Low,Meal,0,No,Urban,34
0x1c01,19/03/2022,22:55:00,23:00:00,Fog,Low,Meal,1,No,Metropolitian,28
0xd550,17/02/2022,22:10:00,22:25:00,Cloudy,Low,Buffet,1,No,Metropolitian,10
0x7ffc,16/03/2022,17:55:00,18:05:00,Cloudy,Medium,Snack,1,No,Urban,31
0x9e4e,01/04/2022,19:30:00,19:45:00,Stormy,Jam,Drinks,1,No,Metropolitian,32
0x4e5a,08/03/2022,18:30:00,18:35:00,Cloudy,Medium,Meal,0,No,Metropolitian,37
0x3776,17/03/2022,12:00:00,12:10:00,Cloudy,High,Drinks,1,No,Urban,32
0x9107,30/03/2022,11:45:00,11:55:00,Cloudy,High,Meal,1,No,Metropolitian,39
0x7317,04/04/2022,17:25:00,17:30:00,Stormy,Medium,Buffet,1,No,Metropolitian,26
0x8464,03/04/2022,20:40:00,20:45:00,Sandstorms,Jam,Snack,0,No,Metropolitian,28
0x9af2,19/03/2022,22:15:00,22:30:00,Windy,Low,Buffet,1,No,Metropolitian,30
0x8d48,13/03/2022,23:10:00,23:20:00,Cloudy,Low,Meal,1,No,Urban,20
0xa077,20/03/2022,19:40:00,19:55:00,Fog,Jam,Meal,2,No,Metropolitian,45
0x8fa0,02/04/2022,22:10:00,22:25:00,Fog,Low,Buffet,1,No,Metropolitian,35
0x291d,27/03/2022,21:00:00,21:15:00,Windy,Jam,Buffet,1,No,Metropolitian,43
0x7b54,23/03/2022,22:35:00,22:45:00,Stormy,Low,Meal,1,No,Urban,13
0x895b,20/03/2022,18:30:00,18:45:00,Cloudy,Medium,Drinks,1,No,Metropolitian,35
0x8583,16/03/2022,19:25:00,19:35:00,Sunny,Jam,Snack,1,No,Metropolitian,25
0x4340,12/03/2022,22:35:00,22:40:00,Sandstorms,Low,Meal,0,No,Urban,11
0xdd00,13/02/2022,17:10:00,17:20:00,Windy,Medium,Buffet,1,No,Metropolitian,29
0xdac9,14/02/2022,23:15:00,23:30:00,Sandstorms,Low,Buffet,1,No,Metropolitian,20
0x5d7a,18/03/2022,19:00:00,19:15:00,Sunny,Medium,Snack,1,No,Metropolitian,22
0x65b1,08/03/2022,20:50:00,21:00:00,Cloudy,Jam,Meal,1,No,Metropolitian,31
0x80aa,04/04/2022,23:35:00,23:45:00,Fog,Low,Meal,1,No,Metropolitian,25
0xb22b,06/03/2022,21:55:00,22:05:00,Sunny,Jam,Meal,1,No,Metropolitian,22
0x1a31,31/03/2022,18:50:00,18:55:00,Sunny,Medium,Buffet,1,No,Urban,16
0xc2ba,11/02/2022,20:40:00,20:45:00,Sunny,Jam,Buffet,1,No,Metropolitian,54
0x9892,18/03/2022,21:45:00,22:00:00,Stormy,Jam,Buffet,1,No,Metropolitian,22
0x4cce,09/03/2022,12:00:00,12:15:00,Sandstorms,High,Snack,1,No,Metropolitian,10
0x8b86,04/04/2022,20:25:00,20:40:00,Cloudy,Jam,Buffet,1,No,Metropolitian,43
0xad08,05/04/2022,19:50:00,20:05:00,Sunny,Jam,Snack,0,No,Urban,19
0xd4df,18/02/2022,22:30:00,22:45:00,Sunny,Low,Drinks,1,No,Urban,28
0x6561,03/03/2022,10:55:00,11:00:00,Stormy,Low,Snack,1,No,Metropolitian,31
0xd02f,11/02/2022,17:45:00,18:00:00,Sunny,Medium,Buffet,0,No,Metropolitian,19
0x6932,19/03/2022,20:40:00,20:55:00,Sandstorms,Jam,Snack,1,No,Urban,20
0x5697,26/03/2022,20:25:00,20:40:00,Sandstorms,Jam,Drinks,0,No,Metropolitian,14
0x25eb,14/03/2022,21:00:00,21:10:00,Fog,Jam,Snack,1,No,Metropolitian,42
0x9abf,23/03/2022,17:40:00,17:55:00,Sunny,Medium,Meal,1,No,Metropolitian,25
0x9790,12/03/2022,21:15:00,21:25:00,Sunny,Jam,Drinks,0,No,Metropolitian,16
0x768d,24/03/2022,17:20:00,17:35:00,Fog,Medium,Drinks,0,No,Metropolitian,22
0x2c5a,04/03/2022,22:20:00,22:25:00,Cloudy,Low,Buffet,1,No,Metropolitian,37
0x163c,21/03/2022,17:00:00,17:05:00,Sunny,Medium,Meal,1,No,Metropolitian,17
0xd398,12/02/2022,21:30:00,21:45:00,Sunny,Jam,Snack,0,No,Urban,15
0x417b,01/04/2022,10:00:00,10:10:00,Sunny,Low,Buffet,1,No,Metropolitian,12
0x4291,18/03/2022,22:15:00,22:30:00,Cloudy,Low,Meal,1,No,Metropolitian,39
0x5761,08/03/2022,22:40:00,22:45:00,Sunny,Low,Snack,1,No,Metropolitian,28
0xa49a,28/03/2022,21:55:00,22:10:00,Sunny,Jam,Buffet,3,Yes,Semi-Urban,50
0xb4e4,02/03/2022,19:20:00,19:30:00,Cloudy,Jam,Meal,2,No,Metropolitian,49
0xdb84,16/02/2022,21:35:00,21:50:00,Fog,Jam,Snack,1,No,Metropolitian,35
0x7008,03/03/2022,09:35:00,09:50:00,Windy,Low,Snack,1,No,Metropolitian,18
0xa22e,09/03/2022,20:35:00,20:40:00,Sunny,Jam,Meal,0,No,Urban,11
0x7820,31/03/2022,20:35:00,20:45:00,Cloudy,Jam,Drinks,1,No,Urban,33
0x41f5,09/03/2022,08:35:00,08:50:00,Fog,Low,Meal,0,No,Metropolitian,16
0x7d1a,19/03/2022,20:10:00,20:25:00,Cloudy,Jam,Buffet,1,No,Metropolitian,29
0x3b72,19/03/2022,11:15:00,11:30:00,Fog,High,Snack,1,No,Metropolitian,26
0x8c6a,30/03/2022,16:15:00,16:25:00,Stormy,Medium,Snack,1,No,Urban,14
0x25a5,02/03/2022,20:35:00,20:50:00,Windy,Jam,Meal,1,No,Metropolitian,36
0xca3b,17/02/2022,23:00:00,23:10:00,Windy,Low,Drinks,1,No,Metropolitian,24
0xa598,03/03/2022,08:20:00,08:30:00,Sandstorms,Low,Meal,0,No,Metropolitian,11
0x1812,11/03/2022,09:15:00,09:30:00,Stormy,Low,Buffet,0,No,Metropolitian,27
